rank,symbol,year,quarter,earnings_date,category,session,predicted,confidence,confidence_normalized,csv_t30_change,t30_actual,hit_result,status,elapsed_seconds,from_date,to_date,from_close,to_close,tag_financials,tag_past,tag_peers,main_summary,notes_financials,notes_past,notes_peers,raw_output,error
333,AOS,2022,3,2022-10-27,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,105.8,,,,,N/A,N/A,N/A,,,,,,
334,MET,2021,2,2021-08-05,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,135.2,,,,,N/A,N/A,N/A,,,,,,
335,PSX,2024,2,2024-07-30,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
336,CPT,2020,3,2020-10-30,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,99.0,,,,,N/A,N/A,N/A,,,,,,
337,LKQ,2024,3,2024-10-24,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,129.0,,,,,N/A,N/A,N/A,,,,,,
338,CHRW,2021,1,2021-04-28,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,138.4,,,,,N/A,N/A,N/A,,,,,,
339,POOL,2023,3,2023-10-19,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,123.6,,,,,N/A,N/A,N/A,,,,,,
340,MSCI,2025,1,2025-04-22,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,116.5,,,,,N/A,N/A,N/A,,,,,,
341,CDW,2025,1,2025-05-07,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,119.8,,,,,N/A,N/A,N/A,,,,,,
342,DVN,2023,4,2024-02-28,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.7,,,,,N/A,N/A,N/A,,,,,,
343,DHI,2023,2,2023-04-20,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
344,KMB,2024,3,2024-10-22,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,115.9,,,,,N/A,N/A,N/A,,,,,,
345,SWK,2023,4,2024-02-01,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,116.6,,,,,N/A,N/A,N/A,,,,,,
346,MDT,2020,3,2020-02-18,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,110.4,,,,,N/A,N/A,N/A,,,,,,
347,ROP,2023,2,2023-07-21,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
348,MRK,2024,4,2025-02-04,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,133.2,,,,,N/A,N/A,N/A,,,,,,
349,DLR,2023,1,2023-04-28,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.8,,,,,N/A,N/A,N/A,,,,,,
350,ORCL,2024,1,2023-09-12,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,109.0,,,,,N/A,N/A,N/A,,,,,,
351,CPT,2025,1,2025-05-02,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,127.9,,,,,N/A,N/A,N/A,,,,,,
352,FE,2023,2,2023-08-02,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.7,,,,,N/A,N/A,N/A,,,,,,
353,LKQ,2025,2,2025-07-24,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,116.1,,,,,N/A,N/A,N/A,,,,,,
354,DPZ,2023,2,2023-07-24,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
355,AOS,2021,4,2022-01-27,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,109.6,,,,,N/A,N/A,N/A,,,,,,
356,ADBE,2024,1,2024-03-15,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,128.6,,,,,N/A,N/A,N/A,,,,,,
357,BALL,2022,1,2022-05-05,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,110.9,,,,,N/A,N/A,N/A,,,,,,
358,MMC,2020,3,2020-10-30,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,100.5,,,,,N/A,N/A,N/A,,,,,,
359,AME,2024,2,2024-08-01,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,92.1,,,,,N/A,N/A,N/A,,,,,,
360,NTRS,2024,1,2024-04-16,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,116.3,,,,,N/A,N/A,N/A,,,,,,
361,CCI,2023,3,2023-10-19,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.8,,,,,N/A,N/A,N/A,,,,,,
362,COIN,2024,3,2024-10-31,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.8,,,,,N/A,N/A,N/A,,,,,,
363,LRCX,2023,3,2023-04-20,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.7,,,,,N/A,N/A,N/A,,,,,,
364,JBL,2022,1,2021-12-16,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,134.5,,,,,N/A,N/A,N/A,,,,,,
365,ADM,2021,1,2021-04-27,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,94.4,,,,,N/A,N/A,N/A,,,,,,
366,TPR,2025,2,2025-02-06,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,105.1,,,,,N/A,N/A,N/A,,,,,,
367,MLM,2020,1,2020-05-05,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,122.3,,,,,N/A,N/A,N/A,,,,,,
368,BG,2023,1,2023-05-03,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
369,TDG,2023,4,2023-11-09,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,141.9,,,,,N/A,N/A,N/A,,,,,,
370,DECK,2025,1,2024-07-26,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,114.9,,,,,N/A,N/A,N/A,,,,,,
371,BK,2022,1,2022-04-18,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,116.2,,,,,N/A,N/A,N/A,,,,,,
372,DVA,2021,1,2021-04-30,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,97.4,,,,,N/A,N/A,N/A,,,,,,
373,MO,2020,2,2020-07-28,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,115.8,,,,,N/A,N/A,N/A,,,,,,
374,FDX,2024,2,2023-12-20,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,135.9,,,,,N/A,N/A,N/A,,,,,,
375,DAY,2020,3,2020-11-05,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,99.3,,,,,N/A,N/A,N/A,,,,,,
376,TGT,2024,2,2024-08-21,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,126.0,,,,,N/A,N/A,N/A,,,,,,
377,VMC,2021,3,2021-11-04,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,113.5,,,,,N/A,N/A,N/A,,,,,,
378,OTIS,2024,4,2025-01-29,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,117.2,,,,,N/A,N/A,N/A,,,,,,
379,DAL,2024,3,2024-10-10,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,1.1,,,,,N/A,N/A,N/A,,,,,,
380,CSGP,2020,3,2020-10-29,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,124.8,,,,,N/A,N/A,N/A,,,,,,
381,TDY,2020,2,2020-07-22,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,114.7,,,,,N/A,N/A,N/A,,,,,,
382,TTD,2021,3,2021-11-08,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,131.8,,,,,N/A,N/A,N/A,,,,,,
383,PKG,2024,2,2024-07-24,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,130.7,,,,,N/A,N/A,N/A,,,,,,
384,MCO,2022,3,2022-10-26,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,113.1,,,,,N/A,N/A,N/A,,,,,,
385,CLX,2023,3,2023-05-03,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
386,MAR,2021,4,2022-02-15,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,119.0,,,,,N/A,N/A,N/A,,,,,,
387,AKAM,2025,2,2025-08-08,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,109.9,,,,,N/A,N/A,N/A,,,,,,
388,WMB,2025,2,2025-08-05,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,102.8,,,,,N/A,N/A,N/A,,,,,,
389,CB,2020,2,2020-07-29,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,98.8,,,,,N/A,N/A,N/A,,,,,,
390,MHK,2021,4,2022-02-11,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,104.3,,,,,N/A,N/A,N/A,,,,,,
391,MET,2025,1,2025-05-01,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,125.0,,,,,N/A,N/A,N/A,,,,,,
392,HII,2024,3,2024-10-31,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,117.9,,,,,N/A,N/A,N/A,,,,,,
393,HWM,2022,2,2022-08-04,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,115.3,,,,,N/A,N/A,N/A,,,,,,
394,META,2022,2,2022-08-01,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,125.7,,,,,N/A,N/A,N/A,,,,,,
395,COIN,2025,2,2025-08-01,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,104.8,,,,,N/A,N/A,N/A,,,,,,
396,LYB,2024,1,2024-04-26,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,136.6,,,,,N/A,N/A,N/A,,,,,,
397,FOXA,2023,1,2022-11-01,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
398,SWKS,2020,3,2020-07-24,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,112.4,,,,,N/A,N/A,N/A,,,,,,
399,ROP,2021,3,2021-10-22,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,122.8,,,,,N/A,N/A,N/A,,,,,,
400,PG,2021,2,2021-01-20,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,116.2,,,,,N/A,N/A,N/A,,,,,,
401,MA,2022,1,2022-04-28,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,129.6,,,,,N/A,N/A,N/A,,,,,,
402,PFG,2022,2,2022-08-09,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,123.4,,,,,N/A,N/A,N/A,,,,,,
403,EBAY,2022,4,2023-02-23,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,146.6,,,,,N/A,N/A,N/A,,,,,,
404,INTU,2024,4,2024-08-23,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,144.3,,,,,N/A,N/A,N/A,,,,,,
405,MDLZ,2024,4,2025-02-05,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,112.3,,,,,N/A,N/A,N/A,,,,,,
406,ALL,2022,1,2022-05-05,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,143.7,,,,,N/A,N/A,N/A,,,,,,
407,WFC,2022,2,2022-07-15,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,124.0,,,,,N/A,N/A,N/A,,,,,,
408,MO,2023,4,2024-02-01,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,715.6,,,,,N/A,N/A,N/A,,,,,,
409,GL,2020,1,2020-04-23,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,129.6,,,,,N/A,N/A,N/A,,,,,,
410,A,2023,4,2023-11-21,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,712.9,,,,,N/A,N/A,N/A,,,,,,
411,DXCM,2021,4,2022-02-10,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,115.0,,,,,N/A,N/A,N/A,,,,,,
412,LII,2021,1,2021-04-26,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,713.4,,,,,N/A,N/A,N/A,,,,,,
413,YUM,2020,2,2020-07-30,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,123.2,,,,,N/A,N/A,N/A,,,,,,
414,SLB,2021,4,2022-01-24,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.8,,,,,N/A,N/A,N/A,,,,,,
415,DG,2024,2,2024-08-29,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.8,,,,,N/A,N/A,N/A,,,,,,
416,LUV,2021,4,2022-01-27,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,121.2,,,,,N/A,N/A,N/A,,,,,,
417,BIIB,2022,3,2022-10-25,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,130.7,,,,,N/A,N/A,N/A,,,,,,
418,STE,2022,3,2022-02-09,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,100.8,,,,,N/A,N/A,N/A,,,,,,
419,RL,2024,4,2024-05-23,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,119.7,,,,,N/A,N/A,N/A,,,,,,
420,OKE,2025,2,2025-08-05,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,111.7,,,,,N/A,N/A,N/A,,,,,,
421,PANW,2020,1,2019-11-26,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,115.9,,,,,N/A,N/A,N/A,,,,,,
422,HUM,2023,2,2023-08-02,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.8,,,,,N/A,N/A,N/A,,,,,,
423,KMI,2020,4,2021-01-21,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,121.6,,,,,N/A,N/A,N/A,,,,,,
424,DRI,2021,1,2020-09-24,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,133.0,,,,,N/A,N/A,N/A,,,,,,
425,DXCM,2023,1,2023-04-27,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.7,,,,,N/A,N/A,N/A,,,,,,
426,DLTR,2023,3,2023-11-29,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
427,KHC,2020,4,2021-02-11,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,127.7,,,,,N/A,N/A,N/A,,,,,,
428,DELL,2020,3,2019-11-27,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,106.9,,,,,N/A,N/A,N/A,,,,,,
429,SPG,2023,4,2024-02-06,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,156.9,,,,,N/A,N/A,N/A,,,,,,
430,MLM,2021,3,2021-11-02,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,114.9,,,,,N/A,N/A,N/A,,,,,,
431,BX,2025,2,2025-07-24,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,116.2,,,,,N/A,N/A,N/A,,,,,,
432,PPL,2024,1,2024-05-01,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,119.5,,,,,N/A,N/A,N/A,,,,,,
433,LEN,2024,4,2024-12-19,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,108.1,,,,,N/A,N/A,N/A,,,,,,
434,TSN,2021,1,2021-02-11,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,143.1,,,,,N/A,N/A,N/A,,,,,,
435,FSLR,2022,3,2022-10-31,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,141.4,,,,,N/A,N/A,N/A,,,,,,
436,GPC,2023,1,2023-04-20,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.7,,,,,N/A,N/A,N/A,,,,,,
437,GIS,2020,3,2020-03-18,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,119.6,,,,,N/A,N/A,N/A,,,,,,
438,SPG,2025,1,2025-05-13,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,133.6,,,,,N/A,N/A,N/A,,,,,,
439,DRI,2024,3,2024-03-21,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,116.9,,,,,N/A,N/A,N/A,,,,,,
440,FANG,2022,4,2023-02-22,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,115.5,,,,,N/A,N/A,N/A,,,,,,
441,RCL,2021,4,2022-02-04,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,146.8,,,,,N/A,N/A,N/A,,,,,,
442,SYK,2024,4,2025-01-28,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,128.8,,,,,N/A,N/A,N/A,,,,,,
443,ISRG,2025,1,2025-04-23,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,108.8,,,,,N/A,N/A,N/A,,,,,,
444,MCK,2020,3,2020-02-04,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,161.0,,,,,N/A,N/A,N/A,,,,,,
445,CSGP,2020,4,2021-02-25,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,117.1,,,,,N/A,N/A,N/A,,,,,,
446,ARE,2025,1,2025-04-30,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,114.2,,,,,N/A,N/A,N/A,,,,,,
447,APA,2020,1,2020-05-07,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,138.4,,,,,N/A,N/A,N/A,,,,,,
448,CB,2022,4,2023-02-01,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,133.9,,,,,N/A,N/A,N/A,,,,,,
449,BMY,2020,4,2021-02-04,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,118.4,,,,,N/A,N/A,N/A,,,,,,
450,ABBV,2025,1,2025-04-25,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,129.1,,,,,N/A,N/A,N/A,,,,,,
451,OKE,2022,4,2023-02-28,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,121.8,,,,,N/A,N/A,N/A,,,,,,
452,GLW,2022,4,2023-01-31,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,122.0,,,,,N/A,N/A,N/A,,,,,,
453,BALL,2022,4,2023-02-02,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,112.1,,,,,N/A,N/A,N/A,,,,,,
454,UNH,2023,1,2023-04-14,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
455,GOOGL,2024,1,2024-04-26,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,107.6,,,,,N/A,N/A,N/A,,,,,,
456,HCA,2023,3,2023-10-24,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.7,,,,,N/A,N/A,N/A,,,,,,
457,UNP,2022,2,2022-07-21,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,127.0,,,,,N/A,N/A,N/A,,,,,,
458,MAS,2024,4,2025-02-11,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,128.2,,,,,N/A,N/A,N/A,,,,,,
459,INTC,2022,2,2022-07-29,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,147.3,,,,,N/A,N/A,N/A,,,,,,
460,PSA,2020,2,2020-08-06,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,110.1,,,,,N/A,N/A,N/A,,,,,,
461,IQV,2020,4,2021-02-10,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,130.6,,,,,N/A,N/A,N/A,,,,,,
462,CMCSA,2022,3,2022-10-27,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,127.0,,,,,N/A,N/A,N/A,,,,,,
463,INVH,2024,1,2024-05-01,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,128.1,,,,,N/A,N/A,N/A,,,,,,
464,EL,2023,1,2022-11-02,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.7,,,,,N/A,N/A,N/A,,,,,,
465,BX,2023,3,2023-10-19,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
466,IVZ,2022,3,2022-10-25,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
467,DE,2022,4,2022-11-23,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,107.5,,,,,N/A,N/A,N/A,,,,,,
468,WDAY,2020,2,2019-08-30,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,101.6,,,,,N/A,N/A,N/A,,,,,,
469,NVDA,2022,1,2021-05-27,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,114.3,,,,,N/A,N/A,N/A,,,,,,
470,MOS,2020,1,2020-05-06,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,98.2,,,,,N/A,N/A,N/A,,,,,,
471,AIZ,2020,3,2020-11-03,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,142.2,,,,,N/A,N/A,N/A,,,,,,
472,AVB,2020,4,2021-02-04,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,115.5,,,,,N/A,N/A,N/A,,,,,,
473,AVB,2022,2,2022-07-28,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,111.4,,,,,N/A,N/A,N/A,,,,,,
474,CCI,2024,4,2025-03-14,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,126.8,,,,,N/A,N/A,N/A,,,,,,
475,HD,2021,1,2021-05-18,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,123.2,,,,,N/A,N/A,N/A,,,,,,
476,VRSK,2024,3,2024-10-30,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,106.3,,,,,N/A,N/A,N/A,,,,,,
477,GS,2023,1,2023-04-18,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
478,GEV,2024,3,2024-10-23,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
479,AWK,2020,3,2020-11-05,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,102.2,,,,,N/A,N/A,N/A,,,,,,
480,CMS,2024,2,2024-07-25,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,110.9,,,,,N/A,N/A,N/A,,,,,,
481,AON,2022,3,2022-10-28,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,103.4,,,,,N/A,N/A,N/A,,,,,,
482,JKHY,2024,2,2024-02-07,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,109.7,,,,,N/A,N/A,N/A,,,,,,
483,L,2024,1,2024-05-06,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,95.1,,,,,N/A,N/A,N/A,,,,,,
484,ZBH,2021,1,2021-05-04,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,136.0,,,,,N/A,N/A,N/A,,,,,,
485,GE,2021,4,2022-01-25,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,109.5,,,,,N/A,N/A,N/A,,,,,,
486,KMB,2023,2,2023-07-25,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.7,,,,,N/A,N/A,N/A,,,,,,
487,BKNG,2022,2,2022-08-04,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,117.4,,,,,N/A,N/A,N/A,,,,,,
488,TPL,2021,1,2021-05-07,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,127.9,,,,,N/A,N/A,N/A,,,,,,
489,AME,2023,2,2023-08-01,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
490,ECL,2024,4,2025-02-11,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,102.9,,,,,N/A,N/A,N/A,,,,,,
491,FITB,2023,4,2024-01-19,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,147.0,,,,,N/A,N/A,N/A,,,,,,
492,MSI,2023,1,2023-05-05,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,0.6,,,,,N/A,N/A,N/A,,,,,,
493,BSX,2021,3,2021-11-02,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,100.8,,,,,N/A,N/A,N/A,,,,,,
494,DLR,2022,4,2023-02-17,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,106.0,,,,,N/A,N/A,N/A,,,,,,
495,BK,2022,3,2022-10-17,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,98.5,,,,,N/A,N/A,N/A,,,,,,
496,YUM,2022,3,2022-11-02,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,97.6,,,,,N/A,N/A,N/A,,,,,,
497,AMP,2023,4,2024-01-25,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,119.3,,,,,N/A,N/A,N/A,,,,,,
498,TMUS,2020,3,2020-11-09,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,112.6,,,,,N/A,N/A,N/A,,,,,,
499,OKE,2023,4,2024-02-27,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,127.4,,,,,N/A,N/A,N/A,,,,,,
500,NOC,2024,3,2024-10-24,RANDOM,AMC,N/A,0.0,0.0,,,NO_DATA,success,95.3,,,,,N/A,N/A,N/A,,,,,,
